SIZE_0,SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_4,SHAPE_7,SHAPE_9
199.1,0.533,0.467,2.101,1.314,1.529,3.149
193.9,0.499,0.479,2.172,1.304,1.644,3.271
204.8,0.477,0.453,2.238,1.391,1.518,3.147
191.5,0.501,0.483,2.103,1.261,1.576,3.411
206.9,0.628,0.438,2.127,1.328,1.427,3.100
204.4,0.616,0.469,2.042,1.358,1.411,3.215
196.2,0.488,0.464,2.253,1.383,1.580,3.186
200.3,0.476,0.454,2.055,1.410,1.610,3.151
196.2,0.594,0.469,2.135,1.284,1.403,3.189
186.4,0.485,0.464,2.251,1.343,1.607,3.111
214.9,0.530,0.478,2.030,1.321,1.545,3.314
186.4,0.486,0.464,2.294,1.376,1.615,3.233
205.3,0.622,0.467,1.906,1.237,1.400,3.248
201.3,0.565,0.458,2.038,1.451,1.440,3.199
198.6,0.475,0.474,2.198,1.387,1.567,3.357
203.3,0.544,0.466,2.200,1.364,1.456,3.105
202.1,0.602,0.468,2.061,1.305,1.396,3.227
202.0,0.466,0.452,2.163,1.381,1.634,3.181
197.9,0.480,0.461,2.262,1.397,1.571,3.304
193.5,0.503,0.452,2.237,1.556,1.542,3.271
206.1,0.558,0.468,2.100,1.234,1.451,3.214
203.1,0.562,0.474,2.139,1.356,1.497,3.438
186.7,0.497,0.474,2.233,1.471,1.602,3.268
206.5,0.561,0.454,2.038,1.345,1.435,3.257
194.3,0.524,0.472,2.114,1.489,1.449,3.192
203.2,0.443,0.446,2.318,1.411,1.564,3.241
194.6,0.461,0.482,2.264,1.361,1.702,3.207
194.1,0.523,0.464,2.238,1.417,1.515,3.249
190.0,0.529,0.482,2.083,1.375,1.574,3.305
217.8,0.681,0.461,2.039,1.293,1.330,3.301
195.9,0.588,0.491,2.004,1.254,1.485,3.154
211.7,0.478,0.455,2.326,1.306,1.533,3.156
191.0,0.522,0.483,2.244,1.443,1.531,3.247
193.7,0.555,0.458,2.041,1.348,1.542,3.339
186.5,0.498,0.467,2.208,1.338,1.656,3.306
193.0,0.466,0.440,2.197,1.409,1.647,3.139
197.7,0.514,0.480,2.288,1.294,1.553,3.242
194.7,0.505,0.453,2.124,1.308,1.537,3.232
188.5,0.541,0.470,2.209,1.381,1.495,3.298
194.6,0.486,0.465,2.354,1.415,1.632,3.219
203.2,0.531,0.491,2.135,1.362,1.555,3.409
210.9,0.497,0.474,2.186,1.327,1.599,3.311
202.8,0.477,0.453,2.066,1.269,1.734,3.141
212.5,0.471,0.453,2.182,1.424,1.520,3.260
196.3,0.536,0.454,2.227,1.422,1.533,3.149
196.2,0.487,0.463,2.234,1.317,1.560,3.131
207.1,0.454,0.464,2.241,1.406,1.524,3.187
192.2,0.512,0.458,2.153,1.495,1.486,3.185
193.0,0.492,0.476,2.259,1.328,1.591,3.205
192.1,0.522,0.455,2.131,1.289,1.628,3.139
201.8,0.559,0.472,2.046,1.449,1.450,3.207
196.8,0.488,0.461,2.224,1.406,1.659,3.237
216.1,0.607,0.454,2.018,1.156,1.471,3.312
191.9,0.535,0.479,2.036,1.478,1.560,3.186
191.0,0.428,0.451,2.394,1.419,1.766,3.037
193.5,0.532,0.452,2.254,1.531,1.567,3.208
201.0,0.537,0.470,2.207,1.383,1.475,3.161
204.5,0.471,0.464,2.139,1.466,1.536,3.371
213.3,0.574,0.452,2.139,1.385,1.426,3.210
186.9,0.530,0.478,2.176,1.476,1.576,3.477
192.1,0.510,0.467,2.110,1.489,1.507,3.259
210.6,0.452,0.444,2.261,1.480,1.577,3.047
200.2,0.487,0.446,2.225,1.453,1.670,3.250
215.3,0.499,0.458,2.075,1.356,1.428,3.445
199.9,0.485,0.460,2.363,1.430,1.610,3.201
200.0,0.705,0.471,1.919,1.302,1.280,3.326
197.0,0.475,0.469,2.283,1.371,1.524,3.153
193.6,0.509,0.484,2.128,1.313,1.565,3.149
208.0,0.563,0.458,1.993,1.503,1.536,3.142
201.2,0.546,0.472,2.129,1.456,1.517,3.195
204.9,0.485,0.462,2.151,1.239,1.498,3.227
192.4,0.462,0.485,2.255,1.386,1.747,3.386
209.4,0.525,0.454,2.212,1.397,1.465,3.187
203.4,0.476,0.466,2.223,1.402,1.592,3.214
203.1,0.494,0.472,2.162,1.352,1.594,3.334
195.0,0.511,0.472,2.300,1.407,1.631,3.188
190.6,0.480,0.474,2.240,1.422,1.658,3.191
188.7,0.495,0.471,2.217,1.515,1.652,3.162
191.0,0.564,0.459,2.065,1.302,1.542,3.237
201.8,0.515,0.488,2.149,1.349,1.601,3.267
205.0,0.511,0.467,2.109,1.341,1.498,3.153
188.0,0.531,0.462,2.095,1.417,1.481,3.153
201.8,0.509,0.453,2.254,1.402,1.544,3.052
196.0,0.590,0.471,2.102,1.381,1.554,3.276
196.3,0.570,0.475,2.010,1.256,1.522,3.291
192.3,0.580,0.478,2.166,1.487,1.524,3.258
181.3,0.516,0.475,2.191,1.422,1.510,3.271
201.6,0.598,0.470,1.982,1.430,1.409,3.204
196.5,0.502,0.458,2.235,1.278,1.614,3.293
209.5,0.509,0.444,2.199,1.374,1.507,3.111
193.3,0.504,0.500,2.150,1.283,1.525,3.349
197.0,0.605,0.482,1.986,1.245,1.490,3.206
201.6,0.573,0.461,2.049,1.359,1.556,3.195
196.8,0.499,0.474,2.262,1.436,1.556,3.343
197.2,0.633,0.459,2.037,1.410,1.481,3.192
196.2,0.548,0.467,2.073,1.309,1.524,3.236
177.5,0.650,0.467,1.767,1.387,1.553,3.013
195.1,0.517,0.459,2.089,1.372,1.496,3.399
195.4,0.491,0.463,2.324,1.368,1.563,3.269
193.4,0.510,0.460,2.056,1.444,1.521,3.240
202.8,0.494,0.458,2.253,1.507,1.555,3.239
215.2,0.633,0.478,2.027,1.289,1.432,3.178
196.3,0.551,0.462,2.149,1.348,1.557,3.147
210.1,0.567,0.475,2.044,1.562,1.463,3.215
197.3,0.553,0.469,2.137,1.288,1.439,3.235
189.3,0.502,0.478,2.132,1.478,1.554,3.148
210.2,0.519,0.434,2.110,1.370,1.553,3.210
192.4,0.513,0.469,2.151,1.421,1.550,3.251
202.0,0.467,0.465,2.289,1.449,1.563,3.206
192.3,0.471,0.446,2.286,1.378,1.527,3.150
195.2,0.562,0.456,2.136,1.363,1.624,3.276
199.0,0.469,0.469,2.248,1.381,1.654,3.290
194.1,0.540,0.481,2.120,1.341,1.535,3.382
193.5,0.528,0.463,2.186,1.377,1.460,3.105
189.4,0.492,0.494,2.216,1.375,1.547,3.304
203.2,0.602,0.460,2.013,1.403,1.418,3.150
199.7,0.539,0.478,2.185,1.345,1.556,3.332
203.0,0.525,0.446,2.141,1.394,1.458,3.223
204.1,0.540,0.459,2.227,1.469,1.489,3.214
203.9,0.449,0.454,2.318,1.484,1.734,3.161
195.0,0.500,0.466,2.190,1.374,1.549,3.240
201.9,0.461,0.443,2.229,1.430,1.724,3.160
192.3,0.582,0.459,2.018,1.313,1.579,3.302
198.7,0.507,0.432,2.240,1.555,1.599,3.171
191.0,0.470,0.473,2.306,1.373,1.587,3.251
201.8,0.456,0.465,2.266,1.551,1.649,3.219
203.2,0.465,0.468,2.302,1.400,1.667,3.315
201.2,0.504,0.429,2.245,1.490,1.484,3.029
195.7,0.470,0.456,2.219,1.450,1.641,3.188
183.5,0.461,0.461,2.118,1.419,1.605,3.214
198.0,0.552,0.454,2.086,1.281,1.544,3.247
195.5,0.545,0.455,2.048,1.486,1.399,3.100
203.5,0.578,0.454,2.023,1.291,1.470,3.056
204.6,0.575,0.486,1.919,1.279,1.561,3.142
197.8,0.489,0.458,2.175,1.373,1.629,3.149
201.3,0.514,0.463,2.178,1.288,1.464,3.161
200.6,0.522,0.473,2.100,1.354,1.517,3.377
198.6,0.607,0.475,2.023,1.267,1.477,3.323
195.6,0.451,0.466,2.275,1.468,1.579,3.148
209.2,0.459,0.471,2.242,1.307,1.569,3.262
199.3,0.494,0.488,2.141,1.190,1.606,3.214
201.7,0.607,0.464,2.055,1.411,1.444,3.194
206.2,0.508,0.474,2.171,1.431,1.466,3.201
202.3,0.492,0.432,2.195,1.405,1.447,3.155
207.7,0.490,0.468,2.287,1.499,1.554,3.252
193.6,0.439,0.451,2.296,1.366,1.664,3.166
194.2,0.501,0.473,2.322,1.470,1.630,3.352
211.5,0.607,0.465,2.001,1.339,1.537,3.124
217.1,0.496,0.448,2.321,1.388,1.472,3.186
207.9,0.460,0.452,2.250,1.266,1.605,3.119
197.7,0.536,0.460,2.207,1.460,1.486,3.298
212.8,0.523,0.436,2.041,1.451,1.536,3.130
208.7,0.487,0.450,2.117,1.365,1.570,3.252
203.1,0.534,0.477,2.085,1.319,1.566,3.466
191.8,0.506,0.476,2.224,1.478,1.573,3.188
191.2,0.482,0.493,2.199,1.231,1.798,3.205
202.7,0.439,0.464,2.247,1.425,1.648,3.478
199.3,0.473,0.486,2.210,1.509,1.644,3.271
199.6,0.441,0.452,2.257,1.488,1.653,3.062
202.2,0.455,0.469,2.270,1.359,1.678,3.316
195.3,0.476,0.461,2.368,1.463,1.640,3.140
186.9,0.481,0.478,2.240,1.474,1.574,3.331
183.9,0.536,0.473,2.150,1.401,1.574,3.347
192.4,0.514,0.471,2.346,1.483,1.537,3.310
196.8,0.500,0.467,2.172,1.398,1.580,3.262
198.7,0.493,0.463,2.328,1.284,1.650,3.256
195.6,0.471,0.463,2.200,1.365,1.653,3.089
189.4,0.515,0.456,2.173,1.380,1.530,3.220
192.7,0.466,0.476,2.241,1.574,1.583,3.294
190.5,0.468,0.470,2.316,1.433,1.584,3.218
193.7,0.468,0.473,2.281,1.407,1.649,3.235
207.5,0.536,0.473,2.122,1.245,1.473,3.267
193.2,0.583,0.469,2.145,1.496,1.508,3.179
197.9,0.466,0.480,2.244,1.197,1.691,3.331
215.8,0.699,0.480,1.889,1.297,1.358,3.283
205.2,0.500,0.462,2.152,1.349,1.625,3.297
195.2,0.491,0.457,2.142,1.574,1.671,3.314
187.0,0.534,0.481,2.293,1.335,1.553,3.365
189.8,0.490,0.470,2.236,1.299,1.620,3.293
192.9,0.468,0.460,2.291,1.601,1.692,3.253
210.4,0.486,0.448,2.090,1.330,1.546,3.082
198.1,0.509,0.464,2.206,1.400,1.573,3.226
191.3,0.444,0.467,2.318,1.485,1.633,3.153
197.0,0.505,0.451,2.224,1.477,1.510,3.149
219.2,0.520,0.435,1.995,1.462,1.568,3.190
212.0,0.511,0.460,2.129,1.399,1.411,3.270
197.5,0.616,0.444,1.869,1.369,1.459,2.943
197.5,0.600,0.471,1.948,1.400,1.521,3.340
210.9,0.572,0.451,2.106,1.446,1.483,3.037
192.1,0.612,0.479,1.993,1.274,1.322,3.281
188.5,0.487,0.459,2.178,1.347,1.604,3.179
209.0,0.587,0.455,2.026,1.352,1.464,3.099
187.3,0.581,0.483,2.138,1.330,1.441,3.166
200.3,0.472,0.477,2.224,1.407,1.620,3.317
195.6,0.573,0.470,2.222,1.528,1.303,3.335
200.7,0.612,0.474,2.126,1.368,1.334,3.081
199.9,0.489,0.462,2.176,1.362,1.527,3.119
205.2,0.607,0.481,1.901,1.226,1.418,3.275
199.0,0.512,0.465,2.189,1.241,1.459,3.341
205.7,0.489,0.457,2.149,1.358,1.575,3.206
198.5,0.560,0.482,2.044,1.273,1.503,3.230
205.4,0.536,0.470,2.093,1.447,1.434,3.188
201.4,0.496,0.486,2.142,1.463,1.515,3.478
188.7,0.530,0.465,2.045,1.478,1.566,3.260
204.3,0.522,0.465,2.258,1.418,1.506,3.152
198.5,0.538,0.471,2.069,1.356,1.491,3.267
190.8,0.523,0.467,2.220,1.361,1.501,3.168
201.3,0.545,0.472,2.161,1.485,1.499,3.204
213.0,0.595,0.468,1.979,1.234,1.427,3.156
194.2,0.579,0.469,1.974,1.341,1.451,3.127
197.3,0.557,0.465,2.049,1.346,1.464,3.136
196.6,0.576,0.458,2.065,1.288,1.538,3.174
205.3,0.474,0.464,2.220,1.384,1.625,3.143
198.4,0.530,0.456,2.075,1.336,1.545,3.342
194.3,0.542,0.472,2.155,1.468,1.453,3.316
193.9,0.565,0.475,2.224,1.459,1.448,3.288
202.1,0.467,0.461,2.227,1.422,1.661,3.109
195.0,0.580,0.465,2.044,1.337,1.396,3.185
200.3,0.498,0.487,2.193,1.450,1.627,3.391
196.2,0.525,0.452,2.107,1.380,1.535,3.178
199.6,0.527,0.477,2.180,1.362,1.497,3.322
200.6,0.560,0.479,2.126,1.371,1.396,3.314
211.3,0.542,0.449,2.047,1.385,1.451,3.203
189.3,0.602,0.455,2.032,1.377,1.414,3.162
214.0,0.585,0.471,2.118,1.450,1.386,3.162
189.2,0.644,0.489,2.143,1.480,1.366,3.355
210.2,0.529,0.453,2.241,1.483,1.534,3.084
192.0,0.510,0.459,2.258,1.370,1.565,3.265
210.5,0.575,0.459,2.142,1.283,1.466,3.309
206.3,0.530,0.458,2.065,1.452,1.475,3.086
192.1,0.528,0.460,2.347,1.387,1.442,3.230
193.2,0.582,0.455,2.003,1.491,1.445,3.072
195.6,0.537,0.455,2.122,1.478,1.428,3.215
198.5,0.531,0.446,2.056,1.485,1.490,3.063
197.1,0.502,0.466,2.104,1.396,1.619,3.117
196.7,0.467,0.455,2.257,1.491,1.458,3.152
204.2,0.544,0.466,2.105,1.345,1.482,3.168
196.5,0.545,0.461,2.232,1.407,1.551,3.251
194.0,0.470,0.466,2.370,1.492,1.534,3.162
198.2,0.535,0.481,2.120,1.390,1.402,3.162
197.8,0.527,0.465,2.190,1.288,1.512,3.124
201.1,0.494,0.460,2.181,1.410,1.441,3.181
190.5,0.525,0.456,2.164,1.397,1.504,3.048
200.6,0.479,0.456,2.285,1.430,1.580,3.298
197.7,0.521,0.461,2.248,1.476,1.606,3.225
193.5,0.500,0.468,2.291,1.481,1.601,3.162
198.1,0.527,0.501,2.220,1.270,1.539,3.317
199.6,0.517,0.463,2.138,1.298,1.589,3.288
193.8,0.544,0.477,2.247,1.353,1.479,3.210
223.4,0.581,0.450,2.076,1.279,1.388,3.237
230.9,0.772,0.463,2.004,0.972,1.195,3.305
201.6,0.576,0.464,2.166,1.357,1.465,3.148
187.3,0.538,0.480,2.144,1.370,1.521,3.250
198.0,0.483,0.459,2.145,1.439,1.576,3.168
205.1,0.452,0.463,2.261,1.414,1.594,3.338
212.3,0.566,0.441,1.998,1.286,1.470,3.230
207.6,0.567,0.449,2.087,1.295,1.533,3.166
202.0,0.538,0.451,2.169,1.453,1.492,3.121
203.0,0.514,0.454,2.224,1.382,1.586,3.175
203.4,0.484,0.466,2.090,1.343,1.541,3.251
197.7,0.511,0.456,2.279,1.319,1.488,3.305
196.2,0.557,0.476,2.083,1.302,1.360,3.226
192.8,0.477,0.477,2.219,1.452,1.583,3.159
202.4,0.511,0.475,2.265,1.522,1.485,3.289
192.8,0.514,0.464,2.101,1.398,1.587,3.251
195.4,0.501,0.461,2.253,1.436,1.515,3.195
212.2,0.478,0.454,2.255,1.348,1.579,3.322
211.0,0.492,0.456,2.218,1.413,1.610,3.027
203.0,0.491,0.451,2.230,1.399,1.588,3.093
197.7,0.577,0.475,2.026,1.307,1.521,3.168
185.4,0.511,0.464,2.116,1.476,1.451,3.269
197.1,0.660,0.436,2.035,1.348,1.411,3.115
203.0,0.520,0.460,2.256,1.448,1.476,3.358
205.7,0.528,0.449,2.169,1.416,1.530,3.082
202.2,0.595,0.451,1.966,1.435,1.479,3.092
187.6,0.530,0.482,2.390,1.610,1.378,3.203
196.6,0.597,0.471,2.211,1.478,1.455,3.357
182.9,0.488,0.463,2.253,1.370,1.578,3.081
195.7,0.539,0.449,2.189,1.432,1.477,3.064
209.8,0.511,0.469,2.204,1.347,1.547,3.305
186.2,0.494,0.475,2.325,1.369,1.545,3.379
192.8,0.523,0.471,2.269,1.386,1.530,3.233
195.4,0.553,0.467,2.018,1.312,1.501,3.140
190.8,0.494,0.445,2.137,1.298,1.576,3.146
197.8,0.633,0.478,1.954,1.329,1.502,3.342
199.3,0.557,0.452,2.060,1.497,1.509,3.282
203.0,0.500,0.458,2.195,1.491,1.384,3.191
205.5,0.552,0.474,1.998,1.410,1.508,3.246
196.4,0.528,0.456,2.099,1.568,1.460,3.035
203.2,0.529,0.468,2.205,1.277,1.497,3.352
205.9,0.564,0.445,2.098,1.369,1.492,3.013
203.5,0.476,0.471,2.295,1.365,1.720,3.339
189.0,0.466,0.456,2.472,1.494,1.671,3.207
192.6,0.449,0.490,2.293,1.451,1.512,3.237
202.7,0.623,0.477,1.956,1.228,1.389,3.130
201.5,0.480,0.454,2.198,1.383,1.478,3.203
209.1,0.629,0.452,2.078,1.337,1.372,3.182
198.5,0.512,0.459,2.192,1.454,1.480,3.171
200.6,0.473,0.464,2.150,1.446,1.621,3.222
191.7,0.505,0.471,2.199,1.416,1.648,3.269
197.9,0.539,0.459,2.130,1.302,1.536,3.106
204.9,0.504,0.458,2.076,1.328,1.621,3.211
209.9,0.582,0.469,1.935,1.458,1.385,3.260
211.6,0.578,0.464,1.986,1.395,1.463,3.277
190.5,0.498,0.455,2.347,1.539,1.533,3.118
190.7,0.503,0.454,2.252,1.434,1.526,3.187
192.6,0.534,0.453,2.219,1.314,1.496,3.183
205.7,0.515,0.464,2.161,1.307,1.488,3.255
202.5,0.523,0.464,2.139,1.438,1.560,3.230
215.7,0.504,0.463,2.158,1.334,1.471,3.307
200.9,0.552,0.446,2.104,1.285,1.507,3.208
211.5,0.522,0.478,2.186,1.231,1.631,3.218
195.5,0.493,0.470,2.291,1.386,1.546,3.102
191.9,0.520,0.474,2.190,1.327,1.641,3.290
194.4,0.516,0.456,2.153,1.392,1.562,3.124
205.1,0.505,0.433,2.184,1.508,1.490,2.952
196.8,0.501,0.482,2.296,1.335,1.605,3.461
197.6,0.574,0.448,2.044,1.365,1.610,3.174
211.6,0.537,0.447,2.081,1.263,1.563,3.134
197.8,0.478,0.454,2.279,1.408,1.512,3.179
201.6,0.493,0.462,2.171,1.451,1.573,3.262
198.6,0.514,0.439,2.193,1.348,1.582,3.035
201.5,0.589,0.453,2.055,1.388,1.358,3.142
182.9,0.479,0.494,2.461,1.340,1.552,3.309
201.0,0.523,0.463,2.194,1.476,1.550,3.225
202.2,0.578,0.466,2.005,1.288,1.441,3.233
208.9,0.466,0.468,2.336,1.354,1.616,3.159
200.2,0.503,0.468,2.259,1.523,1.580,3.225
202.6,0.548,0.455,2.152,1.356,1.419,3.050
190.8,0.498,0.472,2.287,1.419,1.625,3.134
204.5,0.528,0.471,2.197,1.394,1.615,3.141
201.7,0.623,0.459,2.067,1.314,1.399,3.189
191.7,0.501,0.459,2.252,1.329,1.527,3.159
209.7,0.454,0.472,2.186,1.347,1.630,3.208
206.3,0.451,0.453,2.228,1.315,1.455,3.043
219.2,0.498,0.452,2.076,1.391,1.500,3.197
192.9,0.520,0.470,2.220,1.296,1.508,3.116
195.1,0.434,0.464,2.165,1.489,1.582,3.340
199.6,0.612,0.452,1.961,1.181,1.394,3.273
196.9,0.472,0.436,2.056,1.557,1.606,3.057
185.8,0.517,0.466,2.243,1.486,1.481,3.169
193.1,0.507,0.466,2.378,1.404,1.612,3.300
208.1,0.520,0.459,2.179,1.378,1.545,3.088
196.5,0.528,0.447,2.152,1.367,1.473,2.979
192.8,0.530,0.477,2.114,1.319,1.552,3.220
194.6,0.457,0.459,2.313,1.271,1.561,3.232
196.1,0.460,0.456,2.269,1.489,1.613,3.175
193.7,0.539,0.453,2.162,1.378,1.480,3.099
204.6,0.463,0.460,2.404,1.522,1.524,3.174
198.6,0.581,0.474,2.055,1.383,1.572,3.248
198.4,0.509,0.466,2.134,1.301,1.603,3.087
190.8,0.544,0.491,2.126,1.281,1.511,3.320
199.7,0.628,0.481,2.058,1.233,1.419,3.247
195.8,0.481,0.465,2.212,1.460,1.597,3.210
195.8,0.498,0.467,2.088,1.421,1.473,3.317
201.3,0.551,0.445,2.133,1.453,1.526,3.171
207.0,0.583,0.453,1.938,1.430,1.323,3.095
203.1,0.497,0.466,2.218,1.346,1.485,3.256
195.9,0.469,0.475,2.364,1.407,1.463,3.448
199.1,0.580,0.467,2.046,1.363,1.409,3.198
196.6,0.506,0.474,2.224,1.416,1.476,3.175
200.6,0.554,0.467,2.113,1.342,1.561,3.226
200.8,0.550,0.480,2.179,1.307,1.369,3.245
188.6,0.475,0.460,2.306,1.411,1.472,3.214
190.3,0.493,0.452,2.240,1.463,1.577,3.168
198.0,0.594,0.459,2.050,1.302,1.530,3.236
201.3,0.519,0.449,2.040,1.384,1.576,3.050
200.7,0.572,0.484,2.090,1.312,1.413,3.322
206.8,0.517,0.470,2.096,1.332,1.556,3.247
194.6,0.485,0.464,2.249,1.501,1.566,3.175
197.0,0.491,0.476,2.230,1.457,1.548,3.202
196.4,0.523,0.461,2.247,1.495,1.477,3.172
207.2,0.519,0.457,2.134,1.373,1.422,3.218
206.7,0.501,0.472,2.322,1.390,1.465,3.158
185.6,0.505,0.495,2.318,1.485,1.625,3.413
197.1,0.463,0.432,2.279,1.398,1.708,3.087
209.2,0.650,0.458,2.014,1.269,1.370,3.295
196.4,0.529,0.457,2.150,1.280,1.492,3.259
194.5,0.549,0.467,2.080,1.359,1.520,3.387
198.2,0.462,0.458,2.439,1.408,1.628,3.156