SIZE_0,SHAPE_1,SHAPE_3,SHAPE_4,SHAPE_9
188.7,0.544,2.325,1.212,2.992
190.4,0.521,2.407,1.158,2.979
192.8,0.572,2.456,1.069,3.328
184.8,0.631,2.245,1.204,3.166
185.5,0.517,2.519,1.148,3.359
194.1,0.595,2.306,1.104,3.235
178.6,0.523,2.324,1.188,3.258
202.1,0.726,2.248,0.923,3.134
181.9,0.446,2.419,1.235,3.281
206.7,0.668,2.216,0.967,3.187
198.7,0.529,2.331,1.177,3.332
193.3,0.711,2.166,1.113,3.017
179.3,0.522,2.274,1.269,3.001
191.2,0.678,2.262,0.995,3.380
224.3,0.834,2.082,0.875,3.125
188.9,0.659,2.084,1.015,3.121
192.9,0.554,2.374,1.040,3.114
178.7,0.601,2.255,1.137,2.852
195.4,0.565,2.285,1.153,3.177
230.8,0.872,2.161,0.786,3.243
185.8,0.501,2.471,1.124,3.144
188.7,0.611,2.272,1.033,3.071
201.0,0.497,2.327,1.188,3.089
189.2,0.648,2.183,1.036,3.064
188.8,0.561,2.238,1.126,3.167
179.2,0.552,2.162,1.167,3.171
189.0,0.614,2.268,1.003,3.046
232.3,0.853,2.019,0.820,3.134
180.7,0.466,2.418,1.256,3.101
177.2,0.499,2.276,1.296,3.033
194.2,0.574,2.343,1.057,3.073
177.2,0.496,2.457,1.297,3.214
180.8,0.627,2.295,1.034,2.995
204.6,0.729,2.244,0.831,3.041
190.5,0.603,2.156,1.189,3.404
194.5,0.686,2.245,1.069,3.096
192.5,0.580,2.251,1.114,3.057
209.9,0.711,2.215,0.914,3.027
198.1,0.638,2.287,1.051,3.045
196.3,0.619,2.283,1.091,3.073
186.9,0.566,2.248,1.068,3.009
192.2,0.752,2.218,1.008,3.191
192.9,0.498,2.431,1.175,3.246
181.4,0.648,2.290,0.953,2.991
212.5,0.552,2.261,1.031,3.064
179.7,0.538,2.248,1.094,3.155
187.9,0.557,2.313,1.131,3.150
191.1,0.515,2.439,1.190,3.071
197.2,0.607,2.322,1.015,3.118
202.7,0.685,2.097,1.000,3.041
179.7,0.529,2.403,1.108,3.268
180.8,0.515,2.592,1.136,3.305
186.4,0.490,2.461,1.187,3.346
173.8,0.553,2.350,1.121,3.092
174.9,0.556,2.253,1.030,3.225
196.3,0.694,2.170,0.995,3.018
193.1,0.508,2.238,1.229,2.985
191.6,0.545,2.319,1.126,3.026
184.1,0.539,2.276,1.060,3.398
194.1,0.530,2.435,1.079,3.256
189.2,0.575,2.163,0.974,3.347
200.9,0.578,2.302,0.973,3.140
196.3,0.663,2.307,0.985,3.364
207.4,0.628,2.178,1.014,3.131
181.6,0.478,2.454,1.222,3.119
195.5,0.563,2.270,1.133,3.098
217.5,0.742,2.231,0.927,3.304
199.7,0.540,2.295,1.032,3.098
180.6,0.626,2.314,1.051,3.291
183.3,0.530,2.356,1.192,2.986
187.0,0.508,2.304,1.051,3.238
206.5,0.534,2.358,1.118,2.952
196.0,0.509,2.321,1.103,2.971
182.8,0.590,2.262,1.035,3.303
181.9,0.510,2.231,1.159,2.966
185.1,0.488,2.401,1.102,3.188
193.3,0.489,2.379,1.032,3.261
190.6,0.668,2.268,1.012,3.129
193.1,0.605,2.370,0.983,3.165
182.0,0.543,2.213,1.098,3.189
179.9,0.562,2.182,1.040,3.070
191.9,0.677,2.286,1.042,3.085
183.7,0.524,2.252,1.165,3.179
194.1,0.699,2.235,0.895,3.252
189.3,0.537,2.235,1.085,3.242
199.8,0.515,2.259,1.132,3.168
192.4,0.602,2.309,1.091,3.216
186.8,0.569,2.212,1.340,3.067
188.3,0.522,2.339,1.153,3.123
202.7,0.717,2.236,0.899,3.179
195.1,0.518,2.395,1.104,3.275
208.3,0.699,2.236,0.839,3.170
197.5,0.808,2.168,0.968,3.065
211.9,0.768,2.240,0.849,3.060
195.6,0.728,2.321,1.017,3.229
193.4,0.484,2.347,1.176,3.266
184.7,0.574,2.458,1.035,3.264
202.3,0.670,2.292,0.990,3.194
184.9,0.580,2.294,1.113,3.192
193.6,0.472,2.570,1.158,3.198
185.0,0.507,2.286,1.141,3.444
179.0,0.485,2.352,1.299,3.167
193.6,0.488,2.473,1.157,3.317
213.4,0.815,2.101,0.860,3.434
175.1,0.590,2.262,0.984,3.044
204.2,0.762,2.175,0.944,3.102
179.5,0.466,2.362,1.227,3.235
176.9,0.517,2.364,1.129,3.084
189.4,0.619,2.324,0.983,3.159
191.8,0.473,2.371,1.221,3.209
191.3,0.520,2.143,1.186,3.289
172.7,0.539,2.446,1.123,3.228
204.8,0.761,2.245,0.919,3.268
193.3,0.628,2.159,0.997,3.117
194.9,0.556,2.331,1.079,3.167
185.3,0.472,2.428,1.090,3.165
189.8,0.612,2.214,1.063,3.287
194.9,0.572,2.348,1.103,3.292
197.8,0.473,2.331,1.261,3.224
184.6,0.486,2.304,1.303,3.386
193.7,0.531,2.235,1.142,3.270
186.6,0.505,2.351,1.028,3.132
177.6,0.472,2.341,1.290,3.041
198.8,0.533,2.357,1.117,3.147
187.0,0.543,2.417,1.155,3.064
189.1,0.488,2.265,1.098,3.003
182.6,0.503,2.446,1.101,3.035
178.1,0.532,2.413,1.131,3.200
183.0,0.492,2.365,1.191,3.056
175.9,0.517,2.485,1.147,3.234
182.9,0.491,2.650,1.086,3.186
191.0,0.493,2.436,1.147,3.236
187.7,0.497,2.336,1.153,3.275
182.6,0.487,2.419,1.329,3.093
187.8,0.483,2.379,1.211,3.110
189.9,0.559,2.355,1.008,3.109
183.7,0.534,2.269,1.265,3.016
169.8,0.530,2.500,1.144,3.146
181.5,0.544,2.342,1.082,3.248
169.6,0.502,2.536,1.192,3.291
192.2,0.477,2.322,1.147,3.035
184.5,0.531,2.198,1.212,3.073
177.1,0.453,2.343,1.283,3.221
192.6,0.619,2.396,1.051,3.215
183.7,0.500,2.368,1.208,3.170
193.9,0.529,2.312,1.177,3.106
180.1,0.524,2.432,1.122,3.169
177.4,0.460,2.320,1.172,3.176
188.5,0.497,2.336,1.099,3.172
175.5,0.507,2.398,1.160,3.291
191.1,0.518,2.387,1.108,3.196
190.7,0.676,2.345,0.977,3.209
187.9,0.531,2.327,1.100,3.230
169.3,0.506,2.404,1.324,3.106
178.6,0.529,2.506,1.129,3.181
170.7,0.504,2.344,1.237,3.162
167.6,0.463,2.511,1.205,3.243
185.5,0.633,2.256,0.985,3.342
176.1,0.490,2.338,1.174,3.141
181.2,0.523,2.277,1.071,3.191
187.6,0.508,2.417,1.161,3.244
201.7,0.667,2.219,1.112,3.164
185.0,0.512,2.340,1.097,3.083
172.0,0.523,2.392,1.187,3.271
188.9,0.532,2.347,1.176,3.148
178.4,0.516,2.268,1.189,3.273
189.7,0.519,2.200,1.254,3.126
186.6,0.587,2.389,1.071,3.104
187.9,0.554,2.319,1.082,3.181
190.7,0.516,2.395,1.186,3.132
183.7,0.594,2.253,1.262,3.105
185.8,0.450,2.412,1.296,3.181
179.7,0.569,2.384,1.137,3.304
174.2,0.513,2.491,1.125,3.259
191.3,0.502,2.333,1.109,3.326
186.9,0.499,2.282,1.147,3.023
190.4,0.519,2.223,1.146,3.210
189.1,0.491,2.369,1.152,3.181
180.7,0.507,2.176,1.226,3.053
168.2,0.527,2.431,1.230,3.151
183.7,0.503,2.323,1.132,3.096
199.1,0.529,2.297,1.078,3.218
175.0,0.495,2.189,1.230,3.183
184.5,0.487,2.370,1.114,3.079
188.9,0.517,2.370,1.092,3.086
185.7,0.541,2.406,1.081,3.114
181.8,0.517,2.323,1.141,3.125
180.6,0.524,2.396,1.125,3.297
187.2,0.499,2.326,1.203,3.249
187.0,0.480,2.471,1.259,3.125
185.4,0.539,2.267,1.126,3.204
177.4,0.516,2.489,1.184,3.243
178.3,0.489,2.392,1.125,3.219
170.6,0.503,2.320,1.096,3.232
189.8,0.465,2.380,1.164,3.109
195.6,0.590,2.350,0.993,3.135
178.5,0.530,2.402,1.258,3.185
182.5,0.534,2.210,1.085,3.238
188.0,0.541,2.182,1.062,3.131
173.6,0.483,2.434,1.138,3.166
180.7,0.508,2.295,1.228,3.146
183.8,0.542,2.299,1.111,3.115
186.7,0.480,2.372,1.152,3.166
193.0,0.483,2.427,1.158,3.134
177.0,0.537,2.441,1.148,3.264
182.4,0.497,2.355,1.131,3.125
181.9,0.512,2.309,1.180,3.067
183.2,0.622,2.333,1.048,3.269
183.1,0.500,2.348,1.132,3.329
190.3,0.486,2.273,1.217,3.092
190.7,0.582,2.290,1.004,3.212
198.0,0.511,2.433,0.975,3.144
183.5,0.510,2.287,1.194,3.203
188.8,0.508,2.349,1.164,3.165
188.2,0.472,2.375,1.195,2.998
181.0,0.544,2.265,1.145,3.262
177.2,0.594,2.186,1.055,3.223
181.5,0.554,2.469,1.076,3.135
192.1,0.496,2.291,1.092,3.149
178.9,0.615,2.353,1.068,3.172
177.9,0.499,2.382,1.227,3.092
185.9,0.533,2.324,1.071,3.075
181.6,0.490,2.371,1.317,3.139
186.5,0.531,2.335,1.050,3.170
187.3,0.562,2.296,1.116,3.284
175.2,0.478,2.419,1.275,3.181
185.2,0.563,2.290,1.158,3.291
188.9,0.506,2.306,1.184,3.215
188.3,0.461,2.361,1.216,3.031
174.9,0.499,2.460,1.148,3.223
182.7,0.542,2.333,1.174,3.272
171.3,0.486,2.474,1.271,3.177
183.0,0.481,2.336,1.216,3.195
181.4,0.483,2.333,1.173,3.130
187.7,0.480,2.417,1.078,3.136
189.1,0.462,2.236,1.211,3.084
186.4,0.500,2.326,1.129,3.155
200.5,0.527,2.224,1.086,3.120
190.5,0.485,2.396,1.169,3.152
190.7,0.479,2.329,1.189,3.217
169.1,0.521,2.488,1.225,3.282
175.1,0.499,2.413,1.192,3.193
185.8,0.511,2.400,1.188,3.240
183.8,0.517,2.340,1.193,3.076
178.6,0.552,2.335,1.095,3.110
196.4,0.663,2.026,1.017,3.008
179.2,0.499,2.266,1.126,3.125
174.1,0.488,2.467,1.165,3.231
177.6,0.503,2.209,1.236,3.081
187.1,0.495,2.290,1.181,3.087
183.5,0.507,2.285,1.131,3.124
182.8,0.477,2.379,1.319,3.102
184.9,0.496,2.381,1.071,3.204
187.2,0.670,2.252,1.063,3.201
178.6,0.455,2.476,1.221,3.195
172.7,0.504,2.307,1.153,3.376
192.9,0.534,2.290,1.061,3.127
179.9,0.577,2.333,1.127,3.120
195.5,0.579,2.259,1.063,3.258
178.3,0.553,2.351,1.142,3.418
170.9,0.537,2.399,1.128,3.331
204.0,0.817,2.124,0.956,3.035
185.2,0.486,2.293,1.079,3.158
185.4,0.477,2.353,1.153,3.068
187.8,0.557,2.215,1.146,3.135
193.7,0.526,2.269,1.099,3.255
177.7,0.480,2.371,1.214,3.213
181.0,0.507,2.443,1.091,3.237
190.9,0.499,2.373,1.137,3.337
183.9,0.474,2.264,1.163,3.021
183.9,0.501,2.452,1.154,3.184
180.2,0.477,2.391,1.197,3.228
199.7,0.484,2.319,1.241,3.203
182.1,0.504,2.301,1.293,3.081
187.3,0.528,2.440,1.161,3.213
187.3,0.503,2.329,1.115,3.143
185.6,0.500,2.437,1.199,3.195
182.3,0.479,2.396,1.173,3.197
186.3,0.455,2.430,1.286,3.111
187.5,0.466,2.373,1.121,3.236
185.6,0.484,2.350,1.116,3.206
185.0,0.528,2.351,1.121,3.299
181.9,0.494,2.261,1.222,3.087
188.4,0.512,2.388,1.148,3.172
178.3,0.526,2.251,1.196,3.200
188.3,0.482,2.220,1.218,3.033
182.5,0.471,2.412,1.192,3.158
172.4,0.516,2.485,1.145,3.261
175.0,0.491,2.424,1.198,3.192
194.6,0.694,2.245,0.989,3.161
193.6,0.537,2.313,1.161,3.066
175.2,0.519,2.332,1.130,3.232
180.7,0.514,2.420,1.242,3.124
178.2,0.491,2.341,1.268,3.042
184.6,0.510,2.478,1.171,3.169
175.8,0.492,2.367,1.264,3.274
181.5,0.493,2.303,1.151,3.235
180.2,0.605,2.350,1.077,3.006
194.6,0.477,2.429,1.202,3.100
187.5,0.594,2.297,1.070,3.277
172.3,0.563,2.295,1.160,3.276
188.5,0.685,2.140,1.039,3.102
192.5,0.527,2.256,1.100,3.310
186.4,0.537,2.349,1.082,3.223
192.1,0.563,2.293,1.061,3.191
184.1,0.492,2.307,1.220,3.131
187.0,0.537,2.348,1.014,3.274
193.1,0.498,2.387,1.206,3.174
184.5,0.492,2.537,1.142,3.213
183.2,0.546,2.311,1.140,3.148
191.1,0.658,2.355,0.938,3.308
194.3,0.571,2.336,1.048,3.221
176.8,0.506,2.356,1.247,3.050
174.8,0.588,2.289,1.146,3.042
168.5,0.543,2.363,1.159,3.156
185.6,0.476,2.374,1.281,3.129
176.2,0.548,2.498,1.179,3.270
176.5,0.505,2.440,1.155,3.305
191.6,0.618,2.246,1.007,3.136
181.2,0.601,2.367,1.032,3.330
192.8,0.629,2.115,1.062,3.163
193.7,0.587,2.262,1.133,3.215
181.1,0.506,2.457,1.149,3.148
175.9,0.542,2.302,1.086,3.415
179.0,0.483,2.413,1.218,3.183
185.4,0.660,2.093,1.042,3.114
175.8,0.523,2.373,1.219,3.197
183.6,0.584,2.286,1.136,3.147
185.1,0.530,2.506,1.148,3.015
181.1,0.620,2.301,1.063,3.319
165.6,0.513,2.387,1.164,3.238
187.2,0.554,2.310,1.168,3.255
173.9,0.522,2.537,1.187,3.167
181.9,0.537,2.358,1.125,3.330
194.2,0.551,2.379,1.096,2.949
205.6,0.714,2.180,0.931,3.218
185.4,0.467,2.389,1.186,3.250
186.4,0.498,2.331,1.164,3.154
176.4,0.470,2.394,1.187,3.006
180.6,0.499,2.417,1.196,3.260
188.6,0.506,2.377,1.224,3.101
190.1,0.569,2.335,1.200,3.207
192.6,0.566,2.221,1.169,3.051
181.0,0.484,2.487,1.163,3.053
180.9,0.624,2.349,1.068,3.199
181.6,0.563,2.287,1.104,3.091
180.7,0.525,2.476,1.127,3.253
179.8,0.464,2.468,1.371,3.114
178.3,0.507,2.561,1.167,3.232
179.3,0.534,2.414,1.128,3.114
188.8,0.552,2.264,1.199,3.329
180.9,0.497,2.426,1.141,3.255
188.5,0.523,2.392,1.056,3.247
184.2,0.621,2.256,1.093,3.092
194.8,0.622,2.204,0.975,3.224
170.4,0.489,2.355,1.221,3.137
186.2,0.529,2.203,1.155,3.143
188.3,0.484,2.178,1.176,3.054
181.9,0.477,2.419,1.204,3.259
179.1,0.513,2.380,1.157,3.167
177.1,0.546,2.409,1.041,3.309
179.2,0.490,2.365,1.174,3.150
178.5,0.543,2.364,1.192,3.264
177.3,0.580,2.375,1.113,3.085
172.5,0.536,2.378,1.141,2.943
180.5,0.511,2.398,1.158,3.252
190.7,0.509,2.332,1.173,3.033
189.5,0.546,2.245,1.145,3.166
178.2,0.596,2.378,1.071,3.204
187.0,0.540,2.238,1.173,3.247
185.0,0.516,2.274,1.128,3.251
181.1,0.611,2.336,1.085,3.233
190.8,0.476,2.462,1.192,3.255
174.7,0.488,2.315,1.269,3.022
185.0,0.463,2.397,1.064,3.456
188.6,0.578,2.266,1.069,3.178
181.3,0.535,2.325,1.194,3.055
184.1,0.523,2.483,1.175,3.281
180.6,0.518,2.418,1.129,3.145
175.5,0.532,2.574,1.133,3.226
190.3,0.575,2.325,1.021,3.281
167.0,0.524,2.450,1.106,3.227
180.5,0.491,2.463,1.149,3.319
187.2,0.533,2.332,1.037,3.175
183.7,0.501,2.477,1.073,3.155
174.8,0.608,2.309,1.179,3.097
193.1,0.506,2.390,1.155,3.130
176.5,0.507,2.374,1.251,3.165
185.8,0.500,2.303,1.154,3.147
194.8,0.527,2.420,1.068,3.293
195.9,0.563,2.254,1.062,3.200
172.5,0.522,2.473,1.040,3.265
177.7,0.484,2.432,1.242,3.292
185.2,0.477,2.339,1.177,3.047
178.9,0.610,2.239,1.162,3.171
184.5,0.471,2.463,1.184,3.087
184.3,0.531,2.439,1.112,3.180
175.8,0.506,2.291,1.161,3.109
186.3,0.539,2.449,1.033,3.245
188.9,0.581,2.123,1.065,3.214
181.1,0.544,2.241,1.140,3.130
182.4,0.641,2.255,1.088,3.275
178.5,0.490,2.348,1.096,3.136
181.5,0.516,2.307,1.231,3.079
181.3,0.543,2.426,1.079,3.094
194.5,0.516,2.204,1.112,3.258
182.3,0.582,2.270,1.184,3.111
176.5,0.499,2.480,1.195,3.124
187.8,0.639,2.253,1.051,3.173
182.8,0.499,2.305,1.206,3.234
179.2,0.519,2.267,1.106,3.023
184.5,0.573,2.278,1.110,3.064
201.7,0.677,2.152,0.999,3.120
192.7,0.552,2.300,1.122,3.163
179.3,0.524,2.378,1.146,3.219
178.0,0.556,2.311,1.130,3.038
188.6,0.511,2.389,1.119,3.135
187.7,0.476,2.365,1.177,3.006
184.7,0.496,2.462,1.180,3.170
176.5,0.519,2.509,1.110,3.166
189.8,0.510,2.290,1.236,3.119
177.2,0.503,2.350,1.198,3.069
180.9,0.464,2.407,1.215,3.069
180.8,0.593,2.401,1.150,3.053
184.8,0.490,2.348,1.203,3.176
174.7,0.516,2.428,1.113,2.967
179.8,0.543,2.510,1.146,3.252
178.5,0.463,2.471,1.168,3.075
174.7,0.606,2.319,1.098,3.118
209.5,0.714,2.118,0.936,3.116
172.3,0.510,2.391,1.198,3.240
193.3,0.589,2.324,1.007,3.333
179.3,0.475,2.274,1.160,3.117
187.4,0.509,2.379,1.204,3.237
185.5,0.494,2.489,1.181,3.069
183.9,0.508,2.313,1.224,2.999
180.3,0.513,2.233,1.225,3.185
179.0,0.577,2.346,1.146,3.014
181.2,0.541,2.121,1.134,3.074
188.1,0.503,2.460,1.083,3.048
182.3,0.527,2.439,1.137,3.228
188.7,0.566,2.340,1.057,3.049
190.2,0.570,2.262,1.012,3.065
180.3,0.514,2.343,1.315,3.058
183.4,0.577,2.288,1.125,3.146
179.5,0.514,2.422,1.049,3.028
188.0,0.476,2.326,1.230,3.044
181.6,0.493,2.481,1.209,3.253
188.0,0.492,2.449,1.306,3.060
198.1,0.752,2.163,1.016,3.108
178.9,0.500,2.307,1.053,3.111
181.5,0.492,2.446,1.035,3.181
180.0,0.504,2.333,1.189,3.140
190.0,0.676,2.254,1.039,3.335
188.1,0.541,2.337,1.177,3.130
188.7,0.505,2.286,1.043,3.329
180.1,0.484,2.378,1.231,3.081
183.3,0.504,2.379,1.117,3.132
198.3,0.497,2.294,1.167,3.145
177.5,0.491,2.415,1.117,3.164
199.1,0.480,2.478,1.143,3.121
183.0,0.484,2.435,1.171,3.207
177.4,0.491,2.400,1.045,3.183
185.9,0.494,2.421,1.297,3.077
190.5,0.515,2.229,1.100,3.159
178.9,0.538,2.273,1.139,3.191
182.4,0.521,2.208,1.233,3.097
191.0,0.453,2.339,1.202,3.070
194.6,0.482,2.317,1.156,3.016
181.3,0.510,2.422,1.198,3.211
200.4,0.523,2.418,1.166,3.093
197.1,0.540,2.321,1.061,3.324
180.0,0.552,2.333,1.022,3.072
181.7,0.629,2.436,1.084,3.005
176.4,0.621,2.206,1.052,3.031
177.8,0.515,2.283,1.096,3.136
190.6,0.489,2.354,1.148,3.046
183.5,0.489,2.452,1.130,3.206
170.7,0.525,2.496,1.183,3.388
185.2,0.586,2.305,1.112,3.076
189.2,0.575,2.385,0.964,3.134
184.2,0.517,2.403,1.086,3.143
178.5,0.501,2.348,1.158,3.201
181.6,0.481,2.434,1.107,3.121
174.9,0.562,2.198,1.102,3.125
191.9,0.551,2.266,1.137,3.121
178.8,0.500,2.428,1.202,3.075
195.5,0.518,2.466,1.215,3.024
185.7,0.592,2.413,1.099,3.266
180.7,0.570,2.212,1.046,3.253
194.8,0.491,2.290,1.112,3.066
203.4,0.536,2.287,1.125,3.023
176.1,0.522,2.343,1.106,3.047
187.1,0.625,2.305,1.009,3.070
182.3,0.584,2.238,1.162,3.129
184.3,0.521,2.303,1.181,2.948
189.8,0.553,2.375,1.048,3.111
184.4,0.509,2.396,1.181,3.164
198.1,0.592,2.193,1.062,3.113
188.0,0.505,2.287,1.183,3.200
187.5,0.522,2.327,1.107,3.121
175.5,0.453,2.375,1.322,3.182
201.9,0.474,2.330,1.255,3.099
187.2,0.499,2.375,1.092,3.209
181.2,0.524,2.309,1.100,3.084
181.1,0.521,2.234,1.168,3.267
173.8,0.506,2.169,1.207,3.100
201.4,0.659,2.225,1.036,3.081
184.3,0.484,2.232,1.124,3.096
187.5,0.482,2.269,1.178,2.996
183.1,0.494,2.293,1.176,3.035